CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,Unnamed_Column_10
,,,4456787,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456608,Sedan,Sedan,,,,
,,,4408597,Sedan,,,,,
,,,4514217,Sedan,Sedan,,,,
,,,4521782,Sedan,,,,,
,,,4513564,Box Truck,Station Wagon/Sport Utility Vehicle,,,,
,,,4407867,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407119,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4455943,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407969,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408089,Sedan,,,,,
Unspecified,Unspecified,Unspecified,4408336,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
Unspecified,,,4455832,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4456529,Sedan,,,,,
,,,4456745,Sedan,Sedan,,,,
,,,4456626,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4514347,Sedan,,,,,
,,,4513954,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456746,Sedan,Sedan,,,,
Unspecified,Unspecified,Unspecified,4408631,Sedan,Sedan,Sedan,Sedan,Sedan,
,,,4408804,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4456992,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4407299,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408449,Sedan,E-Scooter,,,,
,,,4409064,Sedan,Sedan,,,,
,,,4407820,Trailer,Station Wagon/Sport Utility Vehicle,,,,
,,,4407398,Pick-up Truck,Sedan,,,,
Unspecified,,,4408583,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
,,,4408509,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4485894,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408181,Sedan,Bike,,,,
,,,4409019,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407475,Motorcycle,,,,,
,,,4408080,Sedan,,,,,
Unspecified,,,4408038,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4408000,Sedan,,,,,
,,,4408554,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4455928,Motorcycle,Sedan,,,,
,,,4513891,Pick-up Truck,Sedan,,,,
,,,4408489,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408470,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408099,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407327,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4403773,Sedan,Sedan,,,,
,,,4456681,Sedan,,,,,
,,,4407886,Sedan,,,,,
,,,4407595,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408365,Sedan,Sedan,,,,
,,,4456076,Bike,Sedan,,,,
,,,4513582,Station Wagon/Sport Utility Vehicle,Bike,,,,
,,,4456825,Sedan,,,,,
Unspecified,,,4407714,Sedan,Bike,,,,
,,,4514153,Sedan,Bus,,,,
,,,4455955,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,,
,,,4456970,,,,,,
,,,4408070,Pick-up Truck,Sedan,,,,
,,,4456095,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4456889,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4456175,Sedan,Bike,,,,
,,,4408814,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456725,Sedan,Sedan,,,,
,,,4456465,E-Bike,Sedan,,,,
12/13/2021,6:30,QUEENS,11372,40.75373,-73.88505,"(40.75373°, -73.88505°)",82 STREET,34 AVENUE,
,,,4408383,Sedan,Sedan,,,,
Unspecified,Unspecified,,4408869,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
,,,4456653,Sedan,Bike,,,,
09/11/2021,9:35,BROOKLYN,11208,40.667202,-73.8665,"(40.667202°, -73.8665°)",,,1211 LORING AVENUE
12/09/2021,14:50,,,40.850018,-73.9107,"(40.850018°, -73.9107°)",WEST 177 STREET,,
,,,4407543,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4485355,Sedan,Bike,,,,
,,,4408437,Sedan,Carry All,,,,
,,,4456413,Sedan,,,,,
,,,4485528,Sedan,,,,,
,,,4407772,Sedan,,,,,
,,,4408191,Station Wagon/Sport Utility Vehicle,Box Truck,,,,
,,,4408506,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456317,Tow Truck / Wrecker,Sedan,,,,
,,,4487564,Taxi,,,,,
,,,4408221,Sedan,Sedan,,,,
,,,4408185,Station Wagon/Sport Utility Vehicle,,,,,
,,,4513730,Sedan,Sedan,,,,
,,,4408137,Sedan,Sedan,,,,
,,,4456819,Motorcycle,,,,,
,,,4456508,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407834,Sedan,,,,,
,,,4407397,Pick-up Truck,Tow Truck / Wrecker,,,,
,,,4409043,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407781,Sedan,,,,,
12/14/2021,8:13,BROOKLYN,11233,40.683304,-73.917274,"(40.683304°, -73.917274°)",SARATOGA AVENUE,DECATUR STREET,
,,,4408738,Sedan,,,,,
,,,4514331,Pick-up Truck,Garbage or Refuse,,,,
Unspecified,,,4407927,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4456444,Sedan,Bike,,,,
,,,4408484,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456961,Sedan,Sedan,,,,
,,,4407777,Sedan,Sedan,,,,
,,,4408766,Sedan,,,,,
,,,4514234,Sedan,Bike,,,,
,,,4408274,Station Wagon/Sport Utility Vehicle,,,,,
,,,4514302,Sedan,,,,,
,,,4456661,Taxi,,,,,
,,,4514272,Sedan,,,,,
,,,4456412,E-Scooter,Sedan,,,,
,,,4513885,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4513515,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,,
,,,4456901,Sedan,Station Wagon/Sport Utility Vehicle,,,,
Other Vehicular,,,4408490,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4408328,Taxi,Sedan,,,,
,,,4486932,Sedan,,,,,
,,,4456942,Bike,,,,,
,,,4408413,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4456407,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
,,,4408004,Sedan,,,,,
,,,4456687,Sedan,Sedan,,,,
,,,4407788,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456324,Bike,Sedan,,,,
,,,4504529,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408064,Sedan,,,,,
Unspecified,,,4514303,Sedan,Sedan,Sedan,,,
,,,4455961,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456877,E-Bike,,,,,
,,,4457038,Moped,Station Wagon/Sport Utility Vehicle,,,,
,,,4407363,Sedan,Sedan,,,,
,,,4456839,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4504242,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407861,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408100,Sedan,,,,,
,,,4456387,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4455927,Dump,Sedan,,,,
,,,4513924,Taxi,Pick-up Truck,,,,
,,,4408566,Sedan,Sedan,,,,
,,,4408368,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4513953,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4514352,Sedan,Moped,,,,
,,,4522285,Sedan,,,,,
,,,4407778,Sedan,Ambulance,,,,
,,,4408323,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456987,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407525,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408563,Sedan,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,Unspecified,,4405914,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4513955,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4485385,Station Wagon/Sport Utility Vehicle,Tanker,,,,
12/09/2021,20:20,BROOKLYN,11223,40.59207,-73.96299,"(40.59207°, -73.96299°)",EAST 7 STREET,CRAWFORD AVENUE,
,,,4513496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408235,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408315,Ambulance,,,,,
,,,4407702,Sedan,,,,,
,,,4456564,Sedan,Sedan,,,,
,,,4514253,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4513587,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456655,Sedan,,,,,
,,,4407964,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408613,Sedan,,,,,
,,,4456149,Sedan,Sedan,,,,
,,,4407629,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407933,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408341,Sedan,,,,,
,,,4407459,Van,,,,,
,,,4456136,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407805,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456781,Sedan,,,,,
,,,4513529,Sedan,Sedan,,,,
,,,4456708,Station Wagon/Sport Utility Vehicle,Bike,,,,
,,,4407386,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408465,Sedan,,,,,
,,,4521684,Sedan,Sedan,,,,
,,,4408282,Sedan,,,,,
,,,4456558,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408190,Sedan,,,,,
,,,4456323,Sedan,,,,,
,,,4408005,Sedan,Sedan,,,,
,,,4407784,Sedan,,,,,
,,,4456684,Sedan,Sedan,,,,
,,,4456982,Sedan,E-Bike,,,,
12/11/2021,19:43,BRONX,10463,40.87262,-73.904686,"(40.87262°, -73.904686°)",WEST KINGSBRIDGE ROAD,HEATH AVENUE,
,,,4408387,,,,,,
,,,4408677,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408721,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408107,Bus,,,,,
,,,4407870,Sedan,Sedan,,,,
,,,4455939,Sedan,,,,,
,,,4455897,E-Bike,Sedan,,,,
,,,4408359,Sedan,Dump,,,,
,,,4407836,Sedan,,,,,
,,,4456628,E-Bike,,,,,
,,,4456778,Sedan,Sedan,,,,
,,,4408060,Sedan,,,,,
04/24/2022,20:13,QUEENS,11419,40.69261,-73.81143,"(40.69261°, -73.81143°)",,,102-24 VANWYCK EXPRESSWAY
,,,4408126,Bus,Sedan,,,,
,,,4456834,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407599,Sedan,,,,,
Unspecified,Unspecified,Unspecified,4408757,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
,,,4407677,Sedan,Box Truck,,,,
,,,4456756,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,Unspecified,,4521469,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
,,,4456383,Motorcycle,,,,,
,,,4456514,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408213,Sedan,,,,,
,,,4407840,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456577,Sedan,E-Bike,,,,
,,,4456327,Taxi,Sedan,,,,
,,,4504459,Sedan,,,,,
,,,4513517,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408466,Sedan,Carry All,,,,
,,,4408121,Sedan,Sedan,,,,
,,,4407310,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407813,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407801,Station Wagon/Sport Utility Vehicle,Box Truck,,,,
,,,4514212,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456566,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4513550,Station Wagon/Sport Utility Vehicle,Bike,,,,
,,,4513518,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4455970,Sedan,Sedan,,,,
,,,4513801,Sedan,,,,,
,,,4408204,Sedan,,,,,
,,,4408572,Sedan,Sedan,,,,
,,,4456715,Sedan,Sedan,,,,
04/24/2022,15:21,QUEENS,11101,40.745235,-73.937706,"(40.745235°, -73.937706°)",THOMSON AVENUE,SKILLMAN AVENUE,
,,,4456609,Station Wagon/Sport Utility Vehicle,E-Bike,,,,
,,,4457092,Station Wagon/Sport Utility Vehicle,Carry All,,,,
Unspecified,Unspecified,,4408756,Sedan,Sedan,Sedan,bus,,
Unspecified,,,4408327,Sedan,Pick-up Truck,Sedan,,,
,,,4514110,Motorcycle,,,,,
,,,4513625,Sedan,Sedan,,,,
,,,4408922,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4409071,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456416,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456875,Sedan,,,,,
,,,4456642,,,,,,
,,,4456234,Sedan,,,,,
,,,4407683,Station Wagon/Sport Utility Vehicle,,,,,
,,,4514144,E-Scooter,Sedan,,,,
Unspecified,Unspecified,,4408001,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4456767,Sedan,Sedan,,,,
,,,4407996,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407903,Sedan,Pick-up Truck,,,,
Unspecified,,,4456980,Sedan,Sedan,Sedan,,,
,,,4408230,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456587,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456034,Sedan,,,,,
,,,4457193,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456724,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407753,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,,,,
,,,4408072,Sedan,Taxi,,,,
,,,4408761,Bike,,,,,
12/08/2021,16:20,MANHATTAN,10128,40.776237,-73.943825,"(40.776237°, -73.943825°)",EAST END AVENUE,EAST 88 STREET,
,,,4456734,Sedan,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4407911,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4457022,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456758,Taxi,Bike,,,,
,,,4408351,Sedan,Bus,,,,
,,,4521702,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,Unspecified,Unspecified,4456706,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
,,,4456100,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4514368,Carry All,Sedan,,,,
,,,4407877,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407384,Station Wagon/Sport Utility Vehicle,Sedan,,,,
Unspecified,,,4456544,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4456128,Sedan,,,,,
,,,4407954,Sedan,Sedan,,,,
,,,4456397,Motorcycle,,,,,
Unspecified,,,4513952,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4408584,Taxi,,,,,
,,,4457218,Taxi,Sedan,,,,
,,,4456829,Motorcycle,Sedan,,,,
,,,4407924,Sedan,,,,,
,,,4455942,Sedan,Sedan,,,,
,,,4408375,Sedan,Sedan,,,,
,,,4455908,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408454,Dump,,,,,
,,,4456283,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456038,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408557,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408229,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408353,Lift Boom,Station Wagon/Sport Utility Vehicle,,,,
,,,4408668,Bus,Sedan,,,,
,,,4514239,Taxi,,,,,
,,,4457104,Station Wagon/Sport Utility Vehicle,Taxi,,,,
,,,4456586,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408403,Sedan,,,,,
Unspecified,,,4408158,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4407438,Sedan,,,,,
,,,4408148,Sedan,Sedan,,,,
Unspecified,,,4514290,UNK,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4456695,Sedan,,,,,
,,,4408695,Sedan,,,,,
,,,4407913,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408400,Sedan,Bike,,,,
,,,4407453,Sedan,Sedan,,,,
,,,4514134,Sedan,Box Truck,,,,
Unspecified,,,4408911,Sedan,Sedan,Sedan,,,
,,,4407937,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456589,Sedan,Sedan,,,,
,,,4407406,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407918,Sedan,,,,,
,,,4487185,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407689,Sedan,Sedan,,,,
,,,4522242,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407454,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
04/24/2022,13:10,,,40.679955,-73.97491,"(40.679955°, -73.97491°)",SAINT MARKS AVENUE,6 AVENUE,
,,,4408355,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408112,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407451,Sedan,Sedan,,,,
,,,4408473,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,Unspecified,,4408623,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
,,,4514193,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,Unspecified,,4514266,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
,,,4408306,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408145,Taxi,,,,,
,,,4456445,Taxi,,,,,
,,,4513809,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4457166,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4485150,Bike,,,,,
,,,4408279,Station Wagon/Sport Utility Vehicle,Box Truck,,,,
,,,4456353,Sedan,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4456718,Sedan,Sedan,,,,
,,,4407490,Station Wagon/Sport Utility Vehicle,Sedan,,,,
Unspecified,,,4408820,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
Unspecified,,,4457192,Sedan,Motorcycle,E-Bike,,,
,,,4521853,Station Wagon/Sport Utility Vehicle,Bike,,,,
,,,4408378,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407919,Sedan,E-Bike,,,,
,,,4456662,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4457006,Station Wagon/Sport Utility Vehicle,E-Bike,,,,
,,,4407928,Bike,,,,,
Unspecified,,,4407319,Box Truck,Sedan,Sedan,,,
,,,4408379,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456814,Sedan,,,,,
04/24/2022,21:40,QUEENS,11418,40.695156,-73.845406,"(40.695156°, -73.845406°)",JAMAICA AVENUE,102 STREET,
Unspecified,,,4456052,Van,Sedan,Sedan,,,
,,,4513890,Sedan,,,,,
,,,4408803,Sedan,Sedan,,,,
12/06/2021,22:16,,,40.62573,-73.9564,"(40.62573°, -73.9564°)",AVENUE J,,
,,,4407940,Sedan,FDNY ENGIN,,,,
,,,4456598,Sedan,Sedan,,,,
,,,4408011,Sedan,Sedan,,,,
,,,4513989,Station Wagon/Sport Utility Vehicle,,,,,
,,,4455844,Sedan,Sedan,,,,
,,,4456515,Sedan,Sedan,,,,
,,,4456744,Station Wagon/Sport Utility Vehicle,,,,,
,,,4513861,Sedan,,,,,
,,,4407769,Sedan,Sedan,,,,
Unspecified,,,4456036,Sedan,Sedan,Sedan,,,
,,,4407748,Sedan,Sedan,,,,
,,,4407588,Motorcycle,Station Wagon/Sport Utility Vehicle,,,,
,,,4513565,,,,,,
,,,4456355,PK,Sedan,,,,
,,,4456713,Van,Sedan,,,,
,,,4407999,Station Wagon/Sport Utility Vehicle,Sedan,,,,
Unspecified,,,4513800,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4455822,Station Wagon/Sport Utility Vehicle,Taxi,,,,
04/14/2021,12:47,,,,,,MAJOR DEEGAN EXPRESSWAY RAMP,,
,,,4408047,Sedan,Sedan,,,,
,,,4456660,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408232,Taxi,Station Wagon/Sport Utility Vehicle,,,,
,,,4456546,TOW TRUCK,Station Wagon/Sport Utility Vehicle,,,,
,,,4514276,Sedan,Bike,,,,
,,,4407833,Sedan,Sedan,,,,
,,,4407687,Sedan,Bike,,,,
,,,4457023,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4514188,Taxi,Sedan,,,,
,,,4408093,Sedan,Tractor Truck Diesel,,,,
,,,4407250,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407407,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,,,4513878,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,
,,,4407857,Sedan,Bike,,,,
,,,4408567,Motorbike,Sedan,,,,
,,,4485893,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,Unspecified,,4408325,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
,,,4408095,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407544,Sedan,Taxi,,,,
,,,4408008,Sedan,,,,,
,,,4408409,Station Wagon/Sport Utility Vehicle,Van,,,,
,,,4455953,Station Wagon/Sport Utility Vehicle,,,,,
12/14/2021,23:10,QUEENS,11434,40.66684,-73.78941,"(40.66684°, -73.78941°)",NORTH CONDUIT AVENUE,150 STREET,
,,,4407841,Sedan,Sedan,,,,
,,,4407517,Taxi,Pedicab,,,,
,,,4513755,Sedan,Motorbike,,,,
,,,4407169,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,,,4514286,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
,,,4407593,Sedan,Sedan,,,,
,,,4456321,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407533,Sedan,,,,,
,,,4408081,Sedan,,,,,
,,,4522154,E-Scooter,,,,,
,,,4514187,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4456506,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
,,,4456186,Sedan,,,,,
,,,4408340,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456527,Sedan,Sedan,,,,
,,,4407842,Sedan,Sedan,,,,
,,,4521590,Sedan,Sedan,,,,
,,,4521858,Ambulance,Station Wagon/Sport Utility Vehicle,,,,
,,,4408248,Station Wagon/Sport Utility Vehicle,Bike,,,,
